,terms,sentiment,polarity
43372,wagging,negative,0.25
43373,waging,positive,0.8571428571428571
43374,wagner,negative,0.3850574712643678
43375,wagnerian,negative,0.375
43376,wagon,positive,0.723404255319149
43377,wagonmaster,positive,0.8888888888888888
43378,wagons,positive,0.7931034482758621
43379,wah,negative,0.3333333333333333
43380,waheeda,positive,0.8333333333333334
43381,wahlberg,positive,0.5394736842105263
43382,wai,positive,0.9247311827956989
43383,waif,negative,0.3076923076923077
43384,wail,negative,0.2
43385,wailing,negative,0.3157894736842105
43386,wails,negative,0.5
43387,wainwright,negative,0.2
43388,waist,negative,0.34782608695652173
43389,waisted,negative,0.125
43390,wait,negative,0.4361948955916473
43391,waite,negative,0.42857142857142855
43392,waited,negative,0.37209302325581395
43393,waiter,positive,0.5454545454545454
43394,waiters,negative,0.2857142857142857
43395,waites,positive,0.6
43396,waiting,negative,0.4622425629290618
43397,waitress,positive,0.6914285714285714
43398,waitresses,negative,0.2222222222222222
43399,waits,positive,0.6746987951807228
43400,wajda,positive,0.6923076923076923
43401,wake,positive,0.5164179104477612
43402,wakes,negative,0.5
43403,waking,negative,0.4528301886792453
43404,wal,negative,0.2987012987012987
43405,walbrook,positive,1.0
43406,waldau,positive,0.8
43407,waldemar,negative,0.3333333333333333
43408,waldermar,positive,1.0
43409,waldo,positive,0.88
43410,waldorf,positive,0.8
43411,walentin,positive,1.0
43412,walerian,positive,0.75
43413,wales,positive,0.5121951219512195
43414,walgreens,positive,0.6666666666666666
43415,walhberg,positive,1.0
43416,walk,negative,0.3834909716251075
43417,walkabout,positive,0.8571428571428571
43418,walked,negative,0.28252032520325204
43419,walken,negative,0.48788927335640137
43420,walker,positive,0.5779036827195467
43421,walkers,positive,0.5789473684210527
43422,walkie,negative,0.25
43423,walkin,positive,0.8823529411764706
43424,walking,negative,0.36742800397219466
43425,walkman,negative,0.375
43426,walks,negative,0.44801512287334594
43427,walkways,negative,0.5
43428,wall,negative,0.5074971164936563
43429,wallace,positive,0.6909090909090909
43430,wallach,positive,0.5636363636363636
43431,wallah,positive,1.0
43432,walled,positive,0.6666666666666666
43433,waller,positive,0.7
43434,wallet,positive,0.5737704918032787
43435,wallets,negative,0.1
43436,walley,negative,0.2
43437,wallflower,positive,0.8571428571428571
43438,wallis,positive,0.8181818181818182
43439,wallop,positive,0.7647058823529411
43440,wallow,negative,0.3235294117647059
43441,wallowing,negative,0.4117647058823529
43442,wallows,negative,0.47058823529411764
43443,wallpaper,negative,0.08
43444,walls,negative,0.4812286689419795
43445,wally,positive,0.6153846153846154
43446,walmart,negative,0.24390243902439024
43447,walnuts,negative,0.5
43448,walon,positive,0.6666666666666666
43449,walrus,negative,0.26666666666666666
43450,walsh,positive,0.8735632183908046
43451,walshs,positive,0.7142857142857143
43452,walston,negative,0.2222222222222222
43453,walt,positive,0.6848484848484848
43454,waltari,positive,0.6666666666666666
43455,walter,positive,0.7024291497975709
43456,walters,positive,0.7619047619047619
43457,walthall,negative,0.35714285714285715
43458,walton,positive,0.6
43459,waltons,positive,0.7
43460,waltz,positive,0.5535714285714286
43461,waltzes,positive,0.7142857142857143
43462,waltzing,positive,0.5555555555555556
43463,wan,positive,0.5625
43464,wand,positive,0.8461538461538461
43465,wanda,negative,0.35526315789473684
43466,wander,negative,0.2635135135135135
43467,wandered,negative,0.19230769230769232
43468,wanderer,positive,0.8333333333333334
43469,wandering,negative,0.27102803738317754
43470,wanderings,negative,0.4
43471,wanders,negative,0.38064516129032255
43472,wane,negative,0.45454545454545453
43473,waned,negative,0.4
43474,wanes,negative,0.5
43475,wang,positive,0.8717948717948718
43476,waning,negative,0.4166666666666667
43477,wanna,negative,0.3133159268929504
43478,wannabe,negative,0.2413793103448276
43479,wannabee,negative,0.38461538461538464
43480,wannabees,positive,0.5555555555555556
43481,wannabes,negative,0.42857142857142855
43482,wannsee,negative,0.0
43483,want,negative,0.42982153137593554
43484,wanted,negative,0.41099635479951396
43485,wanting,positive,0.5577427821522309
43486,wanton,negative,0.2857142857142857
43487,wants,positive,0.5350032113037894
43488,waqt,positive,0.6976744186046512
43489,war,positive,0.6722446624350836
43490,warbeck,negative,0.3076923076923077
43491,warbling,positive,0.6842105263157895
43492,warburton,negative,0.4583333333333333
43493,ward,positive,0.6710526315789473
43494,warden,positive,0.518796992481203
43495,wardens,positive,0.6
43496,wardh,positive,1.0
43497,wardrobe,negative,0.4470588235294118
43498,wardrobes,negative,0.4444444444444444
43499,wards,positive,0.5333333333333333
43500,ware,positive,0.5909090909090909
43501,warehouse,negative,0.18095238095238095
43502,warehouses,positive,0.75
43503,wares,positive,0.5555555555555556
43504,warfare,positive,0.6455696202531646
43505,warfield,positive,1.0
43506,wargames,negative,0.20689655172413793
43507,wargaming,negative,0.0
43508,warhead,negative,0.42857142857142855
43509,warheads,negative,0.4
43510,warhol,positive,0.6153846153846154
43511,warhols,positive,0.9259259259259259
43512,warlike,positive,0.6
43513,warlock,positive,0.6086956521739131
43514,warlocks,negative,0.5
43515,warlord,negative,0.4444444444444444
43516,warlords,positive,0.7142857142857143
43517,warm,positive,0.751412429378531
43518,warmed,positive,0.631578947368421
43519,warmer,positive,0.7272727272727273
43520,warmest,positive,1.0
43521,warming,positive,0.6948356807511737
43522,warmly,positive,0.6551724137931034
43523,warms,positive,0.9230769230769231
43524,warmth,positive,0.7740384615384616
43525,warn,negative,0.26744186046511625
43526,warned,negative,0.29484029484029484
43527,warner,positive,0.6484560570071259
43528,warners,positive,0.75
43529,warning,negative,0.37866666666666665
43530,warnings,negative,0.43243243243243246
43531,warns,positive,0.576271186440678
43532,warp,negative,0.4782608695652174
43533,warpath,negative,0.2857142857142857
43534,warped,positive,0.5675675675675675
43535,warping,negative,0.5
43536,warps,positive,0.6666666666666666
43537,warrant,negative,0.40186915887850466
43538,warranted,negative,0.47058823529411764
43539,warranting,positive,0.6
43540,warrants,positive,0.6
43541,warren,positive,0.5465587044534413
43542,warring,negative,0.48
43543,warrior,negative,0.3745583038869258
43544,warriors,negative,0.44559585492227977
43545,wars,positive,0.5728900255754475
43546,warsaw,negative,0.14285714285714285
43547,warship,negative,0.0
43548,wart,negative,0.4
43549,warthog,positive,0.6666666666666666
43550,wartime,positive,0.7821782178217822
43551,warts,positive,0.6285714285714286
43552,warwick,positive,0.6538461538461539
43553,wary,positive,0.7857142857142857
43554,wash,negative,0.5
43555,washburn,positive,1.0
43556,washed,negative,0.3707865168539326
43557,washer,positive,0.9
43558,washes,negative,0.34782608695652173
43559,washing,positive,0.5405405405405406
43560,washington,positive,0.5946969696969697
43561,washingtons,positive,0.8
43562,washout,negative,0.0
43563,washroom,negative,0.2222222222222222
43564,washy,negative,0.25
43565,wasn,negative,0.3392299687825182
43566,wasnt,negative,0.3793466807165437
43567,wasp,negative,0.48148148148148145
43568,wasps,negative,0.29411764705882354
43569,wasson,positive,0.6
43570,wassup,negative,0.25
43571,wast,negative,0.0
43572,waste,negative,0.06465642215134822
43573,wastebasket,negative,0.2
43574,wasted,negative,0.13462922966162708
43575,wasteful,negative,0.14285714285714285
43576,wasteland,negative,0.41379310344827586
43577,wastelands,positive,0.6
43578,waster,negative,0.030303030303030304
43579,wasters,negative,0.4444444444444444
43580,wastes,negative,0.24390243902439024
43581,wasting,negative,0.08055555555555556
43582,wastrel,positive,0.9285714285714286
43583,wat,negative,0.2
43584,watanabe,positive,0.8666666666666667
43585,watch,negative,0.48429771765687385
43586,watchability,negative,0.5
43587,watchable,negative,0.3062583222370173
43588,watched,negative,0.49493243243243246
43589,watcher,negative,0.36893203883495146
43590,watchers,negative,0.48
43591,watches,positive,0.5207667731629393
43592,watchful,positive,0.6428571428571429
43593,watchin,positive,0.6
43594,watching,negative,0.4230421414360644
43595,watchman,positive,0.75
43596,watchmen,negative,0.375
43597,watchtower,positive,1.0
43598,water,negative,0.5073170731707317
43599,waterbury,positive,1.0
43600,waterdance,positive,0.625
43601,watered,negative,0.2988505747126437
43602,waterfall,positive,0.6862745098039216
43603,waterfalls,positive,1.0
43604,waterford,negative,0.0
43605,waterfront,positive,0.759493670886076
43606,watergate,positive,0.55
43607,watering,negative,0.47058823529411764
43608,waterlogged,negative,0.0
43609,waterloo,positive,0.8181818181818182
43610,waterman,positive,0.95
43611,watermelon,negative,0.46153846153846156
43612,watermelons,negative,0.0
43613,waters,positive,0.6751824817518248
43614,watershed,positive,0.5384615384615384
43615,watership,negative,0.25
43616,waterson,positive,0.8333333333333334
43617,waterston,positive,0.8421052631578947
43618,waterworld,negative,0.21052631578947367
43619,watery,negative,0.3125
43620,watkins,positive,0.96875
43621,watling,negative,0.4117647058823529
43622,watson,positive,0.7729468599033816
43623,watsons,positive,0.8333333333333334
43624,watt,positive,0.6
43625,watts,positive,0.6842105263157895
43626,waugh,positive,1.0
43627,wave,positive,0.6422976501305483
43628,waved,negative,0.2222222222222222
43629,wavelength,positive,0.75
43630,waver,positive,0.625
43631,wavered,positive,0.6
43632,wavering,positive,0.7333333333333333
43633,waverly,negative,0.0
43634,wavers,negative,0.5
43635,waves,positive,0.6556603773584906
43636,waving,negative,0.35526315789473684
43637,wavy,positive,0.875
43638,waw,positive,0.8333333333333334
43639,wax,positive,0.6954545454545454
43640,waxed,negative,0.2857142857142857
43641,waxes,negative,0.36363636363636365
43642,waxing,positive,0.6
43643,waxman,positive,0.7272727272727273
43644,waxwork,negative,0.5
43645,waxworks,positive,0.8823529411764706
43646,way,negative,0.5030344609214207
43647,wayan,negative,0.0
43648,wayans,negative,0.0990990990990991
43649,waylaid,negative,0.2857142857142857
43650,wayland,positive,0.8
43651,waylay,positive,0.6
43652,wayne,positive,0.5380710659898477
43653,waynes,negative,0.48
43654,ways,positive,0.6294736842105263
43655,wayside,positive,0.6521739130434783
43656,wayward,positive,0.5818181818181818
43657,wb,negative,0.47297297297297297
43658,wcw,negative,0.2608695652173913
43659,weak,negative,0.29908151549942597
43660,weaken,positive,0.5384615384615384
43661,weakened,negative,0.2222222222222222
43662,weakening,negative,0.4
43663,weakens,positive,0.5555555555555556
43664,weaker,negative,0.44696969696969696
43665,weakest,negative,0.5088495575221239
43666,weakling,positive,0.5555555555555556
43667,weakly,negative,0.23333333333333334
43668,weakness,positive,0.6136363636363636
43669,weaknesses,positive,0.7407407407407407
43670,wealth,positive,0.6595744680851063
43671,wealthier,positive,0.5714285714285714
43672,wealthiest,negative,0.3333333333333333
43673,wealthy,positive,0.5806451612903226
43674,wean,positive,0.75
43675,weaned,positive,0.7
43676,weapon,negative,0.4085714285714286
43677,weaponry,positive,0.5434782608695652
43678,weapons,negative,0.40358744394618834
43679,wear,negative,0.4190687361419069
43680,wearer,negative,0.0
43681,wearily,positive,0.8333333333333334
43682,weariness,positive,0.6190476190476191
43683,wearing,negative,0.3787878787878788
43684,wearisome,negative,0.2857142857142857
43685,wears,negative,0.4365482233502538
43686,weary,positive,0.5609756097560976
43687,wearying,negative,0.42857142857142855
43688,weasel,positive,0.68
43689,weaselly,positive,1.0
43690,weasels,negative,0.375
43691,weasley,positive,1.0
43692,weather,positive,0.5114942528735632
43693,weatherby,negative,0.14285714285714285
43694,weathered,positive,0.5833333333333334
43695,weatherly,positive,1.0
43696,weatherman,negative,0.5
43697,weathers,negative,0.0
43698,weave,positive,0.6538461538461539
43699,weaved,positive,0.7333333333333333
43700,weaver,positive,0.5338983050847458
43701,weaves,positive,0.8571428571428571
43702,weaving,positive,0.559322033898305
43703,web,positive,0.5797101449275363
43704,webb,positive,0.7631578947368421
43705,webbed,negative,0.5
43706,webber,negative,0.35714285714285715
43707,webcam,negative,0.2
43708,weber,positive,0.6739130434782609
43709,webmaster,negative,0.0
43710,webpage,positive,1.0
43711,webs,negative,0.34285714285714286
43712,website,positive,0.5596707818930041
43713,websites,positive,0.5483870967741935
43714,webster,positive,0.6842105263157895
43715,wed,positive,0.6029411764705882
43716,wedded,negative,0.5
43717,wedding,positive,0.56
43718,weddings,negative,0.41025641025641024
43719,wedge,negative,0.45454545454545453
43720,wedged,negative,0.5
43721,wedlock,negative,0.35714285714285715
43722,wednesday,positive,0.5555555555555556
43723,wee,positive,0.5327102803738317
43724,weed,negative,0.22388059701492538
43725,weedon,negative,0.0
43726,weeds,negative,0.5
43727,weedy,negative,0.2
43728,week,positive,0.5301953818827708
43729,weekday,positive,0.5625
43730,weekdays,positive,0.8
43731,weekend,negative,0.42430703624733473
43732,weekends,positive,0.7058823529411765
43733,weekly,positive,0.5918367346938775
43734,weeks,positive,0.5546875
43735,weems,positive,1.0
43736,weenick,positive,0.7142857142857143
43737,weenie,negative,0.16666666666666666
43738,weeny,negative,0.25
43739,weep,negative,0.425531914893617
43740,weeper,positive,0.6666666666666666
43741,weepie,negative,0.3333333333333333
43742,weeping,positive,0.5365853658536586
43743,weeps,positive,1.0
43744,weepy,positive,0.6
43745,wegener,positive,0.8888888888888888
43746,wehrmacht,negative,0.5
43747,wei,positive,0.825
43748,weide,positive,1.0
43749,weigang,positive,1.0
43750,weigh,negative,0.375
43751,weighed,negative,0.41379310344827586
43752,weighill,positive,1.0
43753,weighing,negative,0.35714285714285715
43754,weighs,positive,0.6470588235294118
43755,weight,negative,0.5074183976261127
43756,weighted,negative,0.47058823529411764
43757,weighting,negative,0.25
43758,weightless,negative,0.0
43759,weightlessness,negative,0.5
43760,weights,negative,0.46153846153846156
43761,weighty,negative,0.22727272727272727
43762,weihenmayer,positive,1.0
43763,weill,positive,0.6
43764,weimar,positive,1.0
43765,wein,negative,0.25
43766,weinbauer,positive,1.0
43767,weinberg,positive,0.75
43768,weiner,positive,0.6666666666666666
43769,weinstein,negative,0.4666666666666667
43770,weinsteins,negative,0.0
43771,weir,positive,0.8775510204081632
43772,weird,negative,0.43989603638726443
43773,weirded,negative,0.3333333333333333
43774,weirder,negative,0.5
43775,weirdest,negative,0.38636363636363635
43776,weirdly,negative,0.41025641025641024
43777,weirdness,negative,0.4479166666666667
43778,weirdo,negative,0.3013698630136986
43779,weirdos,negative,0.2
43780,weired,positive,1.0
43781,weis,negative,0.5
43782,weismuller,positive,0.9032258064516129
43783,weiss,negative,0.2857142857142857
43784,weisse,negative,0.5
43785,weissmuller,positive,0.5476190476190477
43786,weisz,negative,0.0
43787,weitz,negative,0.14285714285714285
43788,weixler,positive,1.0
43789,welch,negative,0.2077922077922078
43790,welcome,positive,0.6068376068376068
